address,close_hour,id,latitude,longitude,name,open_hour,point,postal_code,reviews,url
Nakahara-Ku Shinmarukohigashi 2 Chome 川崎市中原区 Kanagawa-ken,21:30,19LVTdEtT4SkHAPNr3PrfQ,35.578303,139.662612,コスギカレー KOSUGI CURRY,11:30,4.4,211-0004,125,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%B3%E3%82%B9%E3%82%AD%E3%82%AB%E3%83%AC%E3%83%BC-kosugi-curry/19LVTdEtT4SkHAPNr3PrfQ/
