id,address,close_hour,latitude,longitude,name,open_hour,point,postal_code,reviews,url
7lsAWTOxSG6LbiKhp-annw,Shimohirama Saiwai-Ku Kawasaki-Shi Kanagawa-ken,13:30,35.551978999999996,139.6761,LOCO STYLE 鹿島田店 LOCO STYLE,11:00,,212-0053,,https://www.ubereats.com/jp/yokohama/food-delivery/loco-style-%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-loco-style/7lsAWTOxSG6LbiKhp-annw
c-u_7L2YSGOENdGZMG65YA,２丁目-１１-31 上新城 中原区 川崎市 神奈川県,23:00,35.587244,139.63008100000002,スペアリブハウスハウディ Howdy,18:00,,211-0045,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%83%98%E3%82%A2%E3%83%AA%E3%83%95%E3%83%8F%E3%82%A6%E3%82%B9%E3%83%8F%E3%82%A6%E3%83%86%E3%82%A3-howdy/c-u_7L2YSGOENdGZMG65YA
5Antl-32T321JzEUG978-Q,1 Chome-12-5 Mizonokuchi Takatsu-Ku 永原ビル2F Kawasaki-Shi Kanagawa-ken,23:00,35.600573,139.612168,寿しやの台所/ときしらず Susiyanodaidocoro Tokishirazu,16:00,,213-0001,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%AF%BF%E3%81%97%E3%82%84%E3%81%AE%E5%8F%B0%E6%89%80-%E3%81%A8%E3%81%8D%E3%81%97%E3%82%89%E3%81%99-susiyanodaidocoro-tokishirazu/5Antl-32T321JzEUG978-Q
oYW9sRm_RtCRK9Oj4UyQOA,Nakahara-Ku Shinmarukomachi 川崎市中原区 神奈川県,22:00,35.578988,139.661053,ＣＯＳＵＧＩ 市場 ＹＡ‐ＵＯ‐ＹＡ COSUGI Ichiba YA-UO-YA,18:00,,211-0005,,https://www.ubereats.com/jp/yokohama/food-delivery/cosugi-%E5%B8%82%E5%A0%B4-ya%E2%80%90uo%E2%80%90ya-cosugi-ichiba-ya-uo-ya/oYW9sRm_RtCRK9Oj4UyQOA
LsT69uRhQmCvWG7fUerFcA,3 Chome-1-12 Mizonokuchi Takatsu-Ku Kawasaki-Shi Kanagawa-Ken  Japan,22:00,35.6012677,139.61496699999998,カパンナ Capanna,18:00,,213-0001,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%8F%E3%83%B3%E3%83%8A-capanna/LsT69uRhQmCvWG7fUerFcA
Seky06J-Sha0wIIFlocyyg,神奈川県川崎市高津区溝口1-12-1  大久保ビル 2F Yokohama,23:00,35.6005089,139.6118769,骨付き肉×ワインバル GRILL MEAT FACTORY 溝の口店 GRILL MEAT FACTORY,17:00,3.7,213-0001,13.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%AA%A8%E4%BB%98%E3%81%8D%E8%82%89%C3%97%E3%83%AF%E3%82%A4%E3%83%B3%E3%83%8F%E3%83%AB-grill-meat-factory-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-grill-meat-factory/Seky06J-Sha0wIIFlocyyg
X2es_PoNSDe0z0IftYIpVA,川崎市中原区 新丸子町743 Kawasaki,20:30,35.58007879999999,139.66068330000002,ミート アンド ワイン バンブゥ 新丸子 Meat&Wine Bambu shinmarco,17:00,,211-0005,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9F%E3%83%BC%E3%83%88-%E3%82%A2%E3%83%B3%E3%83%88-%E3%83%AF%E3%82%A4%E3%83%B3-%E3%83%8F%E3%83%B3%E3%83%95%E3%82%A5-%E6%96%B0%E4%B8%B8%E5%AD%90-meat%26wine-bambu-shinmarco/X2es_PoNSDe0z0IftYIpVA
FAybm5AKQEG7ZXlE0R-EYQ,神奈川県川崎市中原区新城3-8-7 Kanagawa,22:00,35.58558520000001,139.63058600000002,キッチン オリジン 武蔵新城 Kitchen Origin Musashishinjo,10:00,4.2,211-0044,23.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E-kitchen-origin-musashishinjo/FAybm5AKQEG7ZXlE0R-EYQ
OebKFBwaSZK7z6cvdQVtBw,神奈川県横浜市港北区日吉本町1-1-9 ビッグ日吉駅前店舗1・2F,22:00,35.553755141816445,139.64635671870482,牛タン圭助 日吉店 Gyutan Keisuke HIYOSHI,17:00,4.2,,23.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%82%BF%E3%83%B3%E5%9C%AD%E5%8A%A9-%E6%97%A5%E5%90%89%E5%BA%97-gyutan-keisuke-hiyoshi/OebKFBwaSZK7z6cvdQVtBw
LbMUo_R9SBKhZS_4YyT7kw,5-Chōme-5-2 Futago Takatsu-Ku ジェメリ高津1階 Kawasaki Kanagawa,22:10,35.6018348,139.61729609999998,ミシュラさんのアジアン串 高津店 Mishra's Asian-gushi Takatsu,16:45,,213-0002,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9F%E3%82%B7%E3%83%A5%E3%83%A9%E3%81%95%E3%82%93%E3%81%AE%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3%E4%B8%B2-%E9%AB%98%E6%B4%A5%E5%BA%97-mishras-asian-gushi-takatsu/LbMUo_R9SBKhZS_4YyT7kw
u_gGJwWgSQ-V9CZNza67Uw,川崎市高津区 溝口1-1-23 カスクメゾン 1Ｆ,14:00,35.59865167911665,139.61098371003553,すし食彩 活庵 SushiSyokusai KATSUAN,11:45,3.2,,12.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%97%E9%A3%9F%E5%BD%A9-%E6%B4%BB%E5%BA%B5-sushisyokusai-katsuan/u_gGJwWgSQ-V9CZNza67Uw
-cyYEWUITj2Hlr7KueVSFg,高津区二子5-5-2 ジェメリ高津1階 Kanagawa,22:15,35.6018348,139.61729609999998,タイレストラン アロイ高津店 THAIRESUTAURANT AROI,10:45,4.1,213-0002,19.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%A2%E3%83%AD%E3%82%A4%E9%AB%98%E6%B4%A5%E5%BA%97-thairesutaurant-aroi/-cyYEWUITj2Hlr7KueVSFg
bpHd2ja0RXW_lUP7FQIrxQ,川崎市高津区下作延2－7－3 Kanagawa,22:30,35.6002185,139.60646599999998,タイレストラン サワディ THAI SAWADI,11:00,4.1,213-0033,33.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B5%E3%83%AF%E3%83%86%E3%82%A3-thai-sawadi/bpHd2ja0RXW_lUP7FQIrxQ
nS3WLvBuTky3az1JNtP3Pw,Nakahara-Ku Kizuki 1 Chome−29 1F Kawasaki-Shi Kanagawa-ken,22:00,35.565742,139.65141699999998,ジャイプール Jaipur,17:00,4.1,211-0025,10.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%95%E3%83%BC%E3%83%AB-jaipur/nS3WLvBuTky3az1JNtP3Pw
BeNUmH-2QdieCsMXZw1c4Q,神奈川県川崎市中原区木月住吉町8-6 Kanagawa,22:00,35.5663919,139.6573855,キッチン オリジン 元住吉 Kitchen Origin Motosumiyoshi,10:00,4.5,211-0021,159.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%85%83%E4%BD%8F%E5%90%89-kitchen-origin-motosumiyoshi/BeNUmH-2QdieCsMXZw1c4Q
o6QwO0EHRXCsY9zlK8uHbQ,川崎市中原区 木月3-10-20  永塚ビル1F Kawasaki,18:30,35.565563299999994,139.6479591,リップル Ripple,10:00,4.6,211-0025,16.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AA%E3%83%83%E3%83%95%E3%83%AB-ripple/o6QwO0EHRXCsY9zlK8uHbQ
cELCvlz9RMqhPG7qXTszDQ,816 Kamimarukohachimanchō Nakahara-Ku Kawasaki-Shi Kanagawa-Ken  Japan 1F,21:20,35.580240970654,139.6648532341279,マドラスミールス Madras Meals,17:30,4.7,211-0001,45.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%83%88%E3%83%A9%E3%82%B9%E3%83%9F%E3%83%BC%E3%83%AB%E3%82%B9-madras-meals/cELCvlz9RMqhPG7qXTszDQ
Vp7XxgwzThWpu75322MOSg,神奈川県 川崎市 中原区 丸子通 1-636 Kawasaki,23:00,35.5817451,139.663669,焼肉 慶 Yakiniku Kei,17:00,,211-0006,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%84%BC%E8%82%89-%E6%85%B6-yakiniku-kei/Vp7XxgwzThWpu75322MOSg
wZF8dfzrTkq_YXNnNXvHeA,神奈川県川崎市川崎区駅前本町7,22:00,35.530542,139.6996382,てけてけ 川崎モアーズ店 Teketeke Kawasaki MORE'S,11:00,4.5,210-8504,47.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%A6%E3%81%91%E3%81%A6%E3%81%91-%E5%B7%9D%E5%B4%8E%E3%83%A2%E3%82%A2%E3%83%BC%E3%82%B9%E5%BA%97-teketeke-kawasaki-mores/wZF8dfzrTkq_YXNnNXvHeA
j7qYO-xKQjGMwPnF9zperA,神奈川県川崎市川崎区富士見1丁目5番5号,22:00,35.533703,139.7113167,はま寿司 マーケットスクエア川崎イースト店 Hamazushi Market Squer Kawasaki East,11:00,4.0,210-0011,28.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%AF%E3%81%BE%E5%AF%BF%E5%8F%B8-%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%83%E3%83%88%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E5%B7%9D%E5%B4%8E%E3%82%A4%E3%83%BC%E3%82%B9%E3%83%88%E5%BA%97-hamazushi-market-squer-kawasaki-east/j7qYO-xKQjGMwPnF9zperA
FXRM-pESQqmnijD26Ii5gw,川崎区砂子２－９－１１ Kanagawa,23:00,35.5287852,139.7010078,刀削麺の達人 Tōsakumen Master,11:30,4.4,210-0006,90.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%88%80%E5%89%8A%E9%BA%BA%E3%81%AE%E9%81%94%E4%BA%BA-tosakumen-master/FXRM-pESQqmnijD26Ii5gw
xWye_GxIThKiXiqnovbHUg,神奈川県川崎市幸区南幸町２−６７−１ リバーサウス川崎1F,22:00,35.532272,139.68968600000002,ピザハット 川崎 Pizza Hut KAWASAKI,11:00,4.6,212-0016,41.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E5%B7%9D%E5%B4%8E-pizza-hut-kawasaki/xWye_GxIThKiXiqnovbHUg
NROKpcuMRl-tJFU9pBB3-w,川崎市川崎区砂子1-3-1 ウィングキッチン京急川崎 1F Kanagawa,20:40,35.5323159,139.7008189,瑪蜜黛 ウィングキッチン京急川崎店 mo mi toy Wing Kitchen Keikyu-Kawasaki,10:00,4.6,210-0006,264.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%91%AA%E8%9C%9C%E9%BB%9B-%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%AF%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E4%BA%AC%E6%80%A5%E5%B7%9D%E5%B4%8E%E5%BA%97-mo-mi-toy-wing-kitchen-keikyu-kawasaki/NROKpcuMRl-tJFU9pBB3-w
4B-E9UOhQRm8Yd6vYiJWdA,4-13 Higashidachō Kawasaki-Ku Kawasaki-Shi Kanagawa-Ken  Japan,22:00,35.5292338,139.702915,びんがた Bingata,11:30,4.5,210-0005,28.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%B2%E3%82%93%E3%81%8B%E3%81%9F-bingata/4B-E9UOhQRm8Yd6vYiJWdA
0Tf5qzB-SW6nbvOn5Btypw,川崎市川崎区 小川町14-6 岩本第4ビル1F Kawasaki,21:00,35.52815820000001,139.6998482,東京餃子軒 川崎店 Tokyo Gyoza ken,11:00,4.5,210-0023,126.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%B1%E4%BA%AC%E9%A4%83%E5%AD%90%E8%BB%92-%E5%B7%9D%E5%B4%8E%E5%BA%97-tokyo-gyoza-ken/0Tf5qzB-SW6nbvOn5Btypw
PJetCGf9TtmSsyWKEJQ_0Q,神奈川県横浜市鶴見区豊岡町18-1 ミナール3F,21:30,35.508979,139.676024,ウェンディーズ・ファーストキッチン 鶴見ミナール店 Wendy’s First Kitchen tsurumi mina-ru,09:30,4.5,230-0062,360.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A6%E3%82%A7%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%82%B9%E3%83%BB%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E9%B6%B4%E8%A6%8B%E3%83%9F%E3%83%8A%E3%83%BC%E3%83%AB%E5%BA%97-wendys-first-kitchen-tsurumi-mina-ru/PJetCGf9TtmSsyWKEJQ_0Q
voYRqmUTSEeiZCDS0B5Irg,川崎市川崎区 東田町3-13 工永ビル1Ｆ Kawasaki,23:55,35.5286748,139.70256519999998,韓国料理 マダン Korean Restaurant Madan,09:00,4.2,210-0005,52.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86-%E3%83%9E%E3%82%BF%E3%83%B3-korean-restaurant-madan/voYRqmUTSEeiZCDS0B5Irg
JGTi3fsMRGyhmFqTumyOUg,神奈川県 川崎市 幸区 大宮町 14-4 中野ビル 1F Yokohama,23:00,35.5313919,139.6928436,うどん×ちょい呑み 川崎うどん Udon×Drink a little Kawasaki Udon,12:30,4.7,212-0014,70.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%86%E3%81%A8%E3%82%93%C3%97%E3%81%A1%E3%82%87%E3%81%84%E5%91%91%E3%81%BF-%E5%B7%9D%E5%B4%8E%E3%81%86%E3%81%A8%E3%82%93-udon%C3%97drink-a-little-kawasaki-udon/JGTi3fsMRGyhmFqTumyOUg
XBeL8GmNQrCXeVuFZHr4MQ,神奈川県川崎市川崎区駅前本町8 DICE B2F,21:00,35.531438,139.70018000000002,サーティワン アイスクリーム 川崎ダイス店 31 IceCream Kawasaki DICE,11:00,4.5,210-0007,40.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%AF%E3%83%B3-%E3%82%A2%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E5%B7%9D%E5%B4%8E%E3%82%BF%E3%82%A4%E3%82%B9%E5%BA%97-31-icecream-kawasaki-dice/XBeL8GmNQrCXeVuFZHr4MQ
IelvXA03QL-jf1g2YXnbKg,Kawasaki-Ku Higashidachō 高橋ビル２Ｆ Kawasaki-Shi Kanagawa-ken,21:30,35.529403,139.702071,インドレストラン ネイナ 2号店 INDIAN RESTAURANT NAINA 2,11:30,4.6,210-0005,35.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%83%8D%E3%82%A4%E3%83%8A-2%E5%8F%B7%E5%BA%97-indian-restaurant-naina-2/IelvXA03QL-jf1g2YXnbKg
cE4w1pouQ8SuDCagTfilcg,神奈川県川崎市川崎区貝塚2-16-3 Kanagawa,22:00,35.52480900000001,139.7062874,キッチン オリジン 川崎貝塚 Kitchen Origin Kawasakikaizuka,10:00,4.4,210-0014,31.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%B7%9D%E5%B4%8E%E8%B2%9D%E5%A1%9A-kitchen-origin-kawasakikaizuka/cE4w1pouQ8SuDCagTfilcg
zpH6uiZtTs-mjRcwibtkrg,鶴見区栄町通１－１０－１５ 盛田ビル２Ｆ Yokohama,22:00,35.5070183,139.6926575,インディアンキッチン Indian Kitchen,11:00,,230-0038,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A2%E3%83%B3%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-indian-kitchen/zpH6uiZtTs-mjRcwibtkrg
PXFBKfGsQZ6VRnzKb4OYhQ,川崎市幸区 幸町4-18 スクエアフォー18ビル1F,21:00,35.53561505307902,139.6953151908984,焼肉家 燦 Yakinikuya San,17:00,,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%84%BC%E8%82%89%E5%AE%B6-%E7%87%A6-yakinikuya-san/PXFBKfGsQZ6VRnzKb4OYhQ
okAy3EoFR1-RlkfSy27dfg,4 Chome-11-6 Tsurumichūō Tsurumi-Ku Yokohama-Shi Kanagawa-Ken  Japan 1F,23:00,35.5060974,139.6787975,タイ料理 パサタイ ナン’s キッチン Thai Restaurant Pasa Thai Nang's Kitchen,17:00,4.5,230-0051,21.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E6%96%99%E7%90%86-%E3%83%8F%E3%82%B5%E3%82%BF%E3%82%A4-%E3%83%8A%E3%83%B3s-%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-thai-restaurant-pasa-thai-nangs-kitchen/okAy3EoFR1-RlkfSy27dfg
rKM6MVPpTw2FhGX01ygP1Q,Ekimae Honchō Kawasaki-Ku B1F Kawasaki-Shi Kanagawa-ken,22:00,35.532672,139.699265,カリフォルニアラウンジ ステーキ＆ワイン 川崎 California Lounge Steak&Wine Kawasaki,17:00,,210-0007,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%AA%E3%83%95%E3%82%A9%E3%83%AB%E3%83%8B%E3%82%A2%E3%83%A9%E3%82%A6%E3%83%B3%E3%82%B7-%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%26%E3%83%AF%E3%82%A4%E3%83%B3-%E5%B7%9D%E5%B4%8E-california-lounge-steak%26wine-kawasaki/rKM6MVPpTw2FhGX01ygP1Q
uQh5y-JoRvaCZCIGtIc8Ig,神奈川県 川崎市 川崎区 駅前本町18-2 金子ダイヤモンドビル 2階 Yokohama,22:00,35.5328555,139.6998124,雅 川崎店 Miyabi,11:30,,210-0007,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%9B%85-%E5%B7%9D%E5%B4%8E%E5%BA%97-miyabi/uQh5y-JoRvaCZCIGtIc8Ig
3qN6O_C6RRejs2sjLdvtOQ,川崎市幸区幸町1-747-4 Yokohama,22:00,35.5355773,139.69881519999998,ラスミ Laxmi,11:00,,212-0011,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A9%E3%82%B9%E3%83%9F-laxmi/3qN6O_C6RRejs2sjLdvtOQ
8JPlaTsQSRu86tRtc8WXUg,川崎区砂子2-10-10,22:30,35.5291588,139.7013818,ペペロッソ Pepe Rosso,18:00,,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%98%E3%83%98%E3%83%AD%E3%83%83%E3%82%BD-pepe-rosso/8JPlaTsQSRu86tRtc8WXUg
K8LO4E7NTtWnReD54zh9uQ,6 Chome-3-5 Yakō Tsurumi-Ku Yokohama-Shi Kanagawa-ken,22:00,35.537383,139.6802,グルン アジアン料理＆バー GURUNG ASIANRYOURI&BAR,11:00,,230-0001,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%AB%E3%83%B3-%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3%E6%96%99%E7%90%86%26%E3%83%8F%E3%83%BC-gurung-asianryouri%26bar/K8LO4E7NTtWnReD54zh9uQ
q7eubaFXTLimotvdC4LnjQ,東田町 川崎区 川崎市 神奈川県,23:00,35.527619,139.701403,インド料理 タージ TAJ,11:00,,210-0005,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E6%96%99%E7%90%86-%E3%82%BF%E3%83%BC%E3%82%B7-taj/q7eubaFXTLimotvdC4LnjQ
-yYa25gqRU2jEiESA6q8Wg,Tsurumi-Ku Tsukunochō 26 Yokohama-Shi Kanagawa-ken,22:00,35.515131,139.674001,インドレストラン シバ Indian Restaurant SHIVA,11:00,,230-0061,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B7%E3%83%8F-indian-restaurant-shiva/-yYa25gqRU2jEiESA6q8Wg
