店名,住所,緯度,経度,点数,レビュー数,URL
カレーハウス CoCo壱番屋 鶴見中央 Curry House CoCo Ichibanya Tsurumichuo,神奈川県横浜市鶴見区鶴見中央四丁目32番19号 鶴見ｾﾝﾀｰﾋﾞﾙ1階 Kanagawa,35.5083839,139.6809879,4.6,178.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-coco%E5%A3%B1%E7%95%AA%E5%B1%8B-%E9%B6%B4%E8%A6%8B%E4%B8%AD%E5%A4%AE-curry-house-coco-ichibanya-tsurumichuo/opMy_gYjTDqhIq7QEAjN2A
バーガーズカフェグリルフクヨシ 鶴見 Burgers Cafe Grill Fukuyoshi Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,4.3,15.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%B9%E3%82%AB%E3%83%95%E3%82%A7%E3%82%AF%E3%83%AA%E3%83%AB%E3%83%95%E3%82%AF%E3%83%A8%E3%82%B7-%E9%B6%B4%E8%A6%8B-burgers-cafe-grill-fukuyoshi-tsurumi/sSFAljFuSSWGI93hA_CtnA
うどん駒鳥 鶴見 Udonkomadori Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,3.9,22.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%86%E3%81%A8%E3%82%93%E9%A7%92%E9%B3%A5-%E9%B6%B4%E8%A6%8B-udonkomadori-tsurumi/FK1PtNcOSnO6U0LkXxbf7g
キッチンオリジン 川崎追分 Kitchen Origin Kawasaki Oiwake,神奈川県川崎市川崎区大島2-6-3 Kanagawa,35.52165859999999,139.7132549,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%B7%9D%E5%B4%8E%E8%BF%BD%E5%88%86-kitchen-origin-kawasaki-oiwake/gRtX-XZhQ0e6kc7YST0Llw
韓国熟成焼肉 コギヤ 鶴見 Koreanagedyakiniku Kogia Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,4.1,40.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%9F%93%E5%9B%BD%E7%86%9F%E6%88%90%E7%84%BC%E8%82%89-%E3%82%B3%E3%82%AD%E3%83%A4-%E9%B6%B4%E8%A6%8B-koreanagedyakiniku-kogia-tsurumi/fbNAMMAITT2PXLBgYNZbZA
大阪王将 川崎駅東口店 Osaka Ohsho Kawasaki Higashi,神奈川県川崎市川崎区砂子2-11-23 コルテ松永ビル1F,35.52971524066196,139.70161950393822,4.4,237.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E9%98%AA%E7%8E%8B%E5%B0%86-%E5%B7%9D%E5%B4%8E%E9%A7%85%E6%9D%B1%E5%8F%A3%E5%BA%97-osaka-ohsho-kawasaki-higashi/tsOC66lURNyFG6ELoarC4w
烏煎道黒龍茶 Usendou kokuryuucha,神奈川県 川崎市 川崎区 小川町18-16 真美ビル別館1F,35.526142284951504,139.6967805855275,4.7,500.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%83%8F%E7%85%8E%E9%81%93%E9%BB%92%E9%BE%8D%E8%8C%B6-usendou-kokuryuucha/vry82Te9TuuJfbmNUNaPeQ
バーガーキング 川崎ダイス店  Burger King KAWASAKI DICE,神奈川県川崎市川崎区駅前本町8番地,35.531471999999994,139.700354,4.5,500.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AF-%E5%B7%9D%E5%B4%8E%E3%82%BF%E3%82%A4%E3%82%B9%E5%BA%97-burger-king-kawasaki-dice/eTG-68CcRDKObSl5iWeMmA
伝説のすた丼屋  川崎 Densetsu no Sutadonya Kawasaki,神奈川県川崎市川崎区砂子1-8-12,35.5311879,139.7014894,4.5,500.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%BC%9D%E8%AA%AC%E3%81%AE%E3%81%99%E3%81%9F%E4%B8%BC%E5%B1%8B-%E5%B7%9D%E5%B4%8E-densetsu-no-sutadonya-kawasaki/w1Ova9CrQB-GNoBtKFhZIg
モスバーガー 川崎東口店 Mos Burger KAWASAKI HIGASHIGUCHI,神奈川県川崎市川崎区駅前本町7-3,35.5307656,139.6998162,4.5,500.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A2%E3%82%B9%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-%E5%B7%9D%E5%B4%8E%E6%9D%B1%E5%8F%A3%E5%BA%97-mos-burger-kawasaki-higashiguchi/prVpvdqZTX2V-laIunuqPA
マクドナルド 川崎駅東口店 McDonald's KAWASAKI-EKI HIGASHI-GUCH,神奈川県川崎市川崎区駅前本町７－７－４,35.5308281416276,139.6995354409554,4.5,500.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E5%B7%9D%E5%B4%8E%E9%A7%85%E6%9D%B1%E5%8F%A3%E5%BA%97-mcdonalds-kawasaki-eki-higashi-guch/nOrocIJYQxKux2W2TDhtiw
牛かつ黒べこ 鶴見 Gyukatsu Kurobeko Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%81%8B%E3%81%A4%E9%BB%92%E3%81%B8%E3%81%93-%E9%B6%B4%E8%A6%8B-gyukatsu-kurobeko-tsurumi/SaLOQY62SeGXKehsXTQMDg
博多黒カレー堂 Bistroryu 鶴見 Hakatablackcurryhouse Bistroryu Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%9A%E5%A4%9A%E9%BB%92%E3%82%AB%E3%83%AC%E3%83%BC%E5%A0%82-bistroryu-%E9%B6%B4%E8%A6%8B-hakatablackcurryhouse-bistroryu-tsurumi/OcBMb6LgQl-uCNnEGHNo6w
神保町ビーフ 鶴見 Jinbocho Beef Tsurumi,日本、〒 神奈川県横浜市鶴見区鶴見中央４丁目１０−１ センチュリー鶴見101 神奈川県,35.5060099,139.67861519999997,3.5,11.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A5%9E%E4%BF%9D%E7%94%BA%E3%83%92%E3%83%BC%E3%83%95-%E9%B6%B4%E8%A6%8B-jinbocho-beef-tsurumi/xBO_xWkmTv6me2wUNkszrQ
神楽 鶴見 Kagura Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A5%9E%E6%A5%BD-%E9%B6%B4%E8%A6%8B-kagura-tsurumi/oymU-mdpTDepNJkYIZrAbQ
牛たん専門店せんり 鶴見 Gyutan Senri Tsurumi,神奈川県横浜市鶴見区鶴見中央4-10-1 Kanagawa,35.5060099,139.67861519999997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%81%9F%E3%82%93%E5%B0%82%E9%96%80%E5%BA%97%E3%81%9B%E3%82%93%E3%82%8A-%E9%B6%B4%E8%A6%8B-gyutan-senri-tsurumi/6tz2hX9SSZ6u7FhSB-oqbA
土間土間 川崎仲見世通り Domadoma Kawasaki Nakamise,神奈川県川崎市川崎区砂子2-3-17 チェリオビル3階 Kanagawa,35.5295311,139.69985119999998,4.2,60.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%9C%9F%E9%96%93%E5%9C%9F%E9%96%93-%E5%B7%9D%E5%B4%8E%E4%BB%B2%E8%A6%8B%E4%B8%96%E9%80%9A%E3%82%8A-domadoma-kawasaki-nakamise/HsD7Vjo9QzOakM4qAvdhVg
旬彩 よし家 Shunsai YOSHIYA,川崎市中原区 小杉町1-525-1 Kawasaki,35.5800526,139.6597517,4.8,13.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%97%AC%E5%BD%A9-%E3%82%88%E3%81%97%E5%AE%B6-shunsai-yoshiya/WWNAUiqGQhC8jHWqJCXUJw
アジアンおつまみパプラ Asian Snack Papura,川崎市中原区 上小田中6-44-6 石場ビル1F Kawasaki,35.5849076,139.6416517,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3%E3%81%8A%E3%81%A4%E3%81%BE%E3%81%BF%E3%83%8F%E3%83%95%E3%83%A9-asian-snack-papura/kDdhfb6TTFqf_2UWYxIMbg
ナイン 元住吉店 NINE Motosumiyoshi,1-Chōme-32-11 Kizuki Nakahara-Ku Kawasaki-Shi Kanagawa-Ken  Japan 日生ハイツ1F南,35.56475139999999,139.6525159,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%82%A4%E3%83%B3-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-nine-motosumiyoshi/CRTlZO1OTeuERRexYcbdAA
新田商店 Shinden Izakaya,中原区下沼部１７５９ Kawasaki,35.57322160000001,139.6676083,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%96%B0%E7%94%B0%E5%95%86%E5%BA%97-shinden-izakaya/0b6w57YoS-6lpHRq6E4ivA
カドクラ商店 鹿島田店 Yakitori Kadogura Shop Kashimada,川崎市幸区 下平間115 やまちビル1F,35.551347187640616,139.67752363652457,4.4,11.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%88%E3%82%AF%E3%83%A9%E5%95%86%E5%BA%97-%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-yakitori-kadogura-shop-kashimada/xfl3mI5PSFimGHoNkHbseA
コスギカレー KOSUGI CURRY,Nakahara-Ku Shinmarukohigashi 2 Chome 川崎市中原区 Kanagawa-ken,35.57830300000001,139.66261200000002,4.4,118.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B3%E3%82%B9%E3%82%AD%E3%82%AB%E3%83%AC%E3%83%BC-kosugi-curry/19LVTdEtT4SkHAPNr3PrfQ
新城仲通り中央酒場とり吉 Shinjo Torikichi,1 Chome-11-14 Shinjō Nakahara-Ku ソシアルビル１Ｆ Kawasaki-Shi Kanagawa-ken,35.5846,139.631194,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%96%B0%E5%9F%8E%E4%BB%B2%E9%80%9A%E3%82%8A%E4%B8%AD%E5%A4%AE%E9%85%92%E5%A0%B4%E3%81%A8%E3%82%8A%E5%90%89-shinjo-torikichi/vyh6JL7bR3i9qbjskPPXzA
イザカヤミドリ IZAKAYA MIDORI,川崎市中原区 木月1-23-13 ドゥーンフォルト1F Kawasaki,35.565665,139.653743,4.7,36.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%82%B5%E3%82%AB%E3%83%A4%E3%83%9F%E3%83%88%E3%83%AA-izakaya-midori/SKEDejIxRDusOvCdMFu4tw
メイド イン ハンズ,神奈川県横浜市港北区日吉2-2-16 第一マルシンビル2階 Kanagawa,35.5541189,139.6466261,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A1%E3%82%A4%E3%83%88-%E3%82%A4%E3%83%B3-%E3%83%8F%E3%83%B3%E3%82%B9/cc_DhV1XR3SnmeZCIqzrxg
まんや Manya,神奈川県川崎市幸区鹿島田1-8-44 Kanagawa,35.551400799999996,139.67360119999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%BE%E3%82%93%E3%82%84-manya/QSa_GcHfQE-yKZzfg90-rw
ハンバーグ&カレー ぷちっく Hamburger & Curry puchikku,川崎市高津区 千年22-11 Kawasaki,35.5722052,139.62349019999996,4.8,10.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%B3%E3%83%8F%E3%83%BC%E3%82%AF%26%E3%82%AB%E3%83%AC%E3%83%BC-%E3%81%B5%E3%81%A1%E3%81%A3%E3%81%8F-hamburger-%26-curry-puchikku/NgsmSywKRDaE9dK_YJiDVA
どんぶり屋まぐろ大将 DONBURIYA MAGUROTAISHO,川崎市幸区 下平間205 エトワールアダチ 1F Kawasaki,35.5516616,139.6802402,4.5,45.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%A8%E3%82%93%E3%81%B5%E3%82%8A%E5%B1%8B%E3%81%BE%E3%81%8F%E3%82%8D%E5%A4%A7%E5%B0%86-donburiya-magurotaisho/SRNa6aEuSkm6SOEB0dxD-w
アリントルコレストラン&バー Arin Tuikish Restaurant & Bar,神奈川県横浜市港北区箕輪町1-18-8 S.LYOKOHAMA202 Kanagawa,35.5495236,139.6458715,4.8,12.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%83%AA%E3%83%B3%E3%83%88%E3%83%AB%E3%82%B3%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%26%E3%83%8F%E3%83%BC-arin-tuikish-restaurant-%26-bar/zThpoSQZR_yRh9gjhk_DOg
Cafe CLUB KEY鹿島田店 Cafe CLUB KEY Kashimada,川崎市幸区鹿島田１丁目１９−７ Yokohama,35.551272499999996,139.6758739,,,https://www.ubereats.com/jp/yokohama/food-delivery/cafe-club-key%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-cafe-club-key-kashimada/ttp3alxSTxSoFiHp5nyXew
インドレストラン サガルマータ Indian Restaurant Sagarmatha,Saiwai-Ku Minamikase 1 Chome−10 Kawasaki-Shi Kanagawa-ken,35.545266,139.667181,4.5,28.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B5%E3%82%AB%E3%83%AB%E3%83%9E%E3%83%BC%E3%82%BF-indian-restaurant-sagarmatha/OwuNgCf_SnySDFjAh7PD-g
アジアン酒場コープワン Corpone,Shinmarukomachi Nakahara-Ku 紫扇マルエスビル２０２ Kawasaki-Shi Kanagawa-ken,35.577887,139.660314,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3%E9%85%92%E5%A0%B4%E3%82%B3%E3%83%BC%E3%83%95%E3%83%AF%E3%83%B3-corpone/QTboHcV6Q7eqzvpRq7Sttw
広島お好み焼 のん HIROSHIMA OKONOMIYAKI NON,川崎市中原区 木月1-24-23 豊田ビル1Ｆ Kawasaki,35.56584129999999,139.6532791,4.6,107.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%BA%83%E5%B3%B6%E3%81%8A%E5%A5%BD%E3%81%BF%E7%84%BC-%E3%81%AE%E3%82%93-hiroshima-okonomiyaki-non/2e8cyUEKROGjtHfRN51jdw
うにいくら丼専門店 川崎 正堂 uniikuradon senmonten kawasaki syoudou,川崎市幸区 下平間205 エトワールアダチ 1F Yokohama,35.55182650000001,139.6798016,4.0,27.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%86%E3%81%AB%E3%81%84%E3%81%8F%E3%82%89%E4%B8%BC%E5%B0%82%E9%96%80%E5%BA%97-%E5%B7%9D%E5%B4%8E-%E6%AD%A3%E5%A0%82-uniikuradon-senmonten-kawasaki-syoudou/gbvQreLPQDOu-Ygulx74SA
ＴＨＥやきとり喜作 THE Yakitori Kisaku,Saiwai-Ku Kashimada 1 Chome−7 Kawasaki-Shi Kanagawa-ken,35.552325,139.673397,4.6,13.0,https://www.ubereats.com/jp/yokohama/food-delivery/the%E3%82%84%E3%81%8D%E3%81%A8%E3%82%8A%E5%96%9C%E4%BD%9C-the-yakitori-kisaku/G5xsh_k7SV2nuVLK_TQrAw
上海龍 南加瀬店 Shanghairyu Minamikase,Japan 〒 Kanagawa-Ken Kawasaki-Shi Saiwai-Ku Minamikase 3 Chome−31−２４ スカイハイツ吉田,35.54227570000001,139.66185009999998,4.3,43.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%8A%E6%B5%B7%E9%BE%8D-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-shanghairyu-minamikase/3-KlQJCUT0W04hmqZq_IOw
竹とんぼ Taketonbo,神奈川県川崎市中原区下沼部1771,35.572309017401345,139.66799016666255,4.7,56.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%AB%B9%E3%81%A8%E3%82%93%E3%81%BB-taketonbo/X47MK5baSEWOSu6SZXpUaw
アズーロ ITALIAN AZZURRO,川崎市中原区 今井南町19-7 Kawasaki,35.5722579,139.65569,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B9%E3%83%BC%E3%83%AD-italian-azzurro/wS3i0GUBS1efPnJiSQbfnA
アミーゴ AMIGO,神奈川県 川崎市 幸区 鹿島田 2-1 セントラルマンション106号 Kanagawa,35.55424259999999,139.6744883,4.2,23.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%83%9F%E3%83%BC%E3%82%B3-amigo/Jf5lDSxCQ8SyEQ7B3OM0BA
川湘楼 Kawsashoro,日本、〒 神奈川県川崎市中原区新丸子町９１１−１ ユニーブル小杉2f,35.5783721,139.6606351,4.6,489.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B7%9D%E6%B9%98%E6%A5%BC-kawsashoro/yXzU_4T6TqSza-sr1BgO_w
マクドナルド 南加瀬サミット店 McDonald's MINAMI-KASE SUMMIT,神奈川県川崎市幸区南加瀬３－４０－３,35.54077789999999,139.66287450000002,4.5,133.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E5%8D%97%E5%8A%A0%E7%80%AC%E3%82%B5%E3%83%9F%E3%83%83%E3%83%88%E5%BA%97-mcdonalds-minami-kase-summit/5IGa-iUNT52jjnwbF6LC6A
マクドナルド 川崎南加瀬店 McDonald's KAWASAKI MINAMI-KASE,神奈川県川崎市幸区南加瀬２－８－１１,35.548527,139.659677,4.5,494.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E5%B7%9D%E5%B4%8E%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-mcdonalds-kawasaki-minami-kase/fh4LU5I7SSGnuROGxb_vJQ
ラ ミア フォルナーチェ Pizzeria & Bar La Mia Fornace,Nakahara-Ku Shinjō 1 Chome−15 Kawasaki-Shi Kanagawa-ken,35.584136,139.631377,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A9-%E3%83%9F%E3%82%A2-%E3%83%95%E3%82%A9%E3%83%AB%E3%83%8A%E3%83%BC%E3%83%81%E3%82%A7-pizzeria-%26-bar-la-mia-fornace/ufyafUODQ-mzCuLbcM5atw
エベレストキッチン EVEREST KITCHEN,Kamihirama Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.5603404,139.67367230000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A8%E3%83%98%E3%83%AC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-everest-kitchen/GoROWKG1Q9OOG_-xtRZAEA
東南アジアスペシャル Southeast Asia Special,川崎市高津区 新作3-16-7-102 石井ビル1F Kawasaki,35.587105,139.6183812,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%B1%E5%8D%97%E3%82%A2%E3%82%B7%E3%82%A2%E3%82%B9%E3%83%98%E3%82%B7%E3%83%A3%E3%83%AB-southeast-asia-special/uwZtzzlgTMKSCQrow9WsHQ
ロッコマン 元住吉店 ROCCOMAN Motosumiyoshi,2 Chome-5-14 Kizuki Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.56460900000001,139.654913,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AD%E3%83%83%E3%82%B3%E3%83%9E%E3%83%B3-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-roccoman-motosumiyoshi/38unxV64RZaPHUfiIImfXw
いつでもチーズカレー All Time Cheese Curry,川崎市高津区 新作3-16-7-102 石井ビル1F Kawasaki,35.587105,139.6183812,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%84%E3%81%A4%E3%81%A6%E3%82%82%E3%83%81%E3%83%BC%E3%82%B9%E3%82%AB%E3%83%AC%E3%83%BC-all-time-cheese-curry/RUz-dRN6RGCXLFPX9tbM0g
マナスル キッチン Manaslu Kitchen,川崎市高津区 新作3-16-7-102 石井ビル1F Kawasaki,35.5870863,139.6183705,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%83%8A%E3%82%B9%E3%83%AB-%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-manaslu-kitchen/HBHf3LlySaS62oDSch-iMQ
ナンバースリー カフェアンドダイニング Number 3 Cafe&Dining,1 Chome-19-18 Hiyoshihonchō Kōhoku-Ku 3F Yokohama-Shi Kanagawa-ken,35.55332,139.6453,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%B3%E3%83%8F%E3%83%BC%E3%82%B9%E3%83%AA%E3%83%BC-%E3%82%AB%E3%83%95%E3%82%A7%E3%82%A2%E3%83%B3%E3%83%88%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF-number-3-cafe%26dining/GcOLFv9BROGYC6wuOdVxMQ
インドおつまみ シリス 元住吉店 Indian Snacks Shirish Motosumiyoshi,中原区木月３－８－２２ 鈴木水産ビルＢ１－Ｂ Kawasaki,35.565504,139.649158,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%81%8A%E3%81%A4%E3%81%BE%E3%81%BF-%E3%82%B7%E3%83%AA%E3%82%B9-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-indian-snacks-shirish-motosumiyoshi/7k_oIXXPR02C3VdZNrMenQ
Herb Diner & Bar ジャックポット溝の口 Herb Diner & Bar Jackpot,Takatsu-Ku Mizonokuchi 1 Chome−11 7F Kawasaki-Shi Kanagawa-ken,35.600187,139.612745,,,https://www.ubereats.com/jp/yokohama/food-delivery/herb-diner-%26-bar-%E3%82%B7%E3%83%A3%E3%83%83%E3%82%AF%E3%83%9B%E3%83%83%E3%83%88%E6%BA%9D%E3%81%AE%E5%8F%A3-herb-diner-%26-bar-jackpot/zkKYahHXTnurki3WsvodYQ
江戸前 廣寿司 Edomae Hirosushi,1 Chome-11-21 Shimoshinjō Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.578768,139.63380800000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%B1%9F%E6%88%B8%E5%89%8D-%E5%BB%A3%E5%AF%BF%E5%8F%B8-edomae-hirosushi/6xIbPvQIS1mwOi66JW2gMA
シリス 元住吉店 Shirish Motosumiyoshi,Nakahara-Ku Kizuki 3 Chome−8 Kawasaki-Shi Kanagawa-ken,35.565504,139.649158,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%AA%E3%82%B9-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-shirish-motosumiyoshi/esRDHyzyTbeDVsICyJ_Sww
オーシーダイニング OC DINING,1 Chome-19-21 Hiyoshihonchō Kōhoku-Ku Yokohama-Shi Kanagawa-ken,35.553039,139.645467,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AA%E3%83%BC%E3%82%B7%E3%83%BC%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF-oc-dining/vkXwaLeBQ2CiLacGZ-OJig
アジアン ハイウェイ レストラン Asian Highway resutaurant,川崎市中原区 上小田中6-44-6 石場ビル1F Kawasaki,35.5849076,139.6416517,4.5,20.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3-%E3%83%8F%E3%82%A4%E3%82%A6%E3%82%A7%E3%82%A4-%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-asian-highway-resutaurant/zYItl-Q-ShKP6l6b1_7q2g
ピッツェリア ロベルティーノ Pizzaria Robertino,402 Hisasue Takatsu-Ku Kawasaki-Shi Kanagawa-Ken  Japan,35.56482860000001,139.6154331,4.1,12.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2-%E3%83%AD%E3%83%98%E3%83%AB%E3%83%86%E3%82%A3%E3%83%BC%E3%83%8E-pizzaria-robertino/lXtjFWHPSnu1hKdDeZqpMA
ロッコマン 新丸子店 ROCCOMAN Shinmaruko,1 Chome-772-5 Shinmarukohigashi Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.580601,139.66225,4.3,13.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AD%E3%83%83%E3%82%B3%E3%83%9E%E3%83%B3-%E6%96%B0%E4%B8%B8%E5%AD%90%E5%BA%97-roccoman-shinmaruko/77pDX-gtQoSbqiE9wtXohA
極上 台湾飯 SPECIAL TAIWAN FOOD,神奈川県横浜市港北区下田町4-9-6 第一吉原ハイツ2号 Kanagawa,35.5582689,139.62925280000002,4.1,25.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%A5%B5%E4%B8%8A-%E5%8F%B0%E6%B9%BE%E9%A3%AF-special-taiwan-food/WmSKh1uBQWyg74rqovhbbQ
アジアンダイニングアムリット Asian Dinning AMRIT,Kitayachō Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.561679,139.671067,4.6,127.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%82%B7%E3%82%A2%E3%83%B3%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF%E3%82%A2%E3%83%A0%E3%83%AA%E3%83%83%E3%83%88-asian-dinning-amrit/ht6TWrH6Q6u1YvlIlAjaHg
パクチリ phakchili,川崎市幸区 下平間213-9  林ビル1F Kawasaki,35.551689,139.680567,4.5,317.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%82%AF%E3%83%81%E3%83%AA-phakchili/ZahqHj8XRQekU7wHROm5AQ
インディアンハウス Indian House,Hisasue Takatsu-Ku Kawasaki-Shi Kanagawa-ken,35.565137,139.615241,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A2%E3%83%B3%E3%83%8F%E3%82%A6%E3%82%B9-indian-house/OprzSq5iSoS8qWEcPDIqRw
マハラジャ バグ Maharaja Bag,神奈川県横浜市港北区日吉本町1-24-4,35.55264052307759,139.6457766005272,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%83%8F%E3%83%A9%E3%82%B7%E3%83%A3-%E3%83%8F%E3%82%AF-maharaja-bag/x4zbGpC-Q1aQ6hMOjdIRHw
ブラッスリー ムー Brasserie Muh,３丁目 小杉町 中原区 川崎市 神奈川県,35.573823,139.658625,3.9,15.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%A9%E3%83%83%E3%82%B9%E3%83%AA%E3%83%BC-%E3%83%A0%E3%83%BC-brasserie-muh/akZLodD_Q22hr--P5ph7UA
